callsign,freq_mhz,city,state,class,erp_kw,lat,lon,facility_id
WESA,90.500000,Pittsburgh,PA,,25.0,40.431111,-80.006944,17747
WESS,90.300000,East Stroudsburg,PA,,1.0,40.998611,-75.1725,18247
WEZX,106.900000,Scranton,PA,,1.45,41.347778,-75.650833,66364
WFFG-FM,100.300000,Pleasant Gap,PA,,1.45,43.42,-73.760833,33396
WFGE,101.100000,Tyrone,PA,,8.5,40.919444,-77.974444,1057
WFGF,92.100000,Hollidaysburg,PA,,3.0,40.655556,-84.115,74293
WFGI-FM,95.500000,Hollidaysburg,PA,,57.0,40.371667,-78.9825,72965
WFGY,98.100000,Holliaysburg,PA,,30.0,40.566944,-78.442222,38265
WFKL,93.300000,Bala Cynwyd,PA,,4.4,43.176944,-77.4775,37824
WFMS,95.500000,York,PA,,13.0,39.7675,-86.003333,54622
WFMZ,104.900000,Allentown,PA,,50.0,36.099722,-76.475278,39883
WFNM,89.100000,Lancaster,PA,,0.1,40.045278,-76.320556,22306
WFRG-FM,104.300000,Hollidaysburg,PA,,100.0,43.056361,-75.417222,50362
WFSE,88.900000,Edinboro,PA,,3.0,41.877222,-80.1775,18665
WFVY,100.100000,Lebanon,PA,,3.0,40.360278,-76.458611,36878
WGBG-FM,107.700000,Pottstown,PA,,23.0,38.383333,-75.414722,4107
WGGE,99.100000,Carnegie,PA,,11.5,39.2875,-81.656944,15254
WGMF-FM,103.900000,Eagles Mere,PA,,2.8,41.501944,-76.392778,66715
WGNE-FM,99.900000,Pittsburgh,PA,,48.0,30.322778,-81.642778,15897
WGRC,91.300000,Lewisburg,PA,,3.0,40.944444,-76.879167,58717
WGTR,107.900000,Bala-Cynwyd,PA,,20.0,33.595833,-79.053056,3118
WGTY,107.700000,Gettysburg,PA,,16.0,39.856389,-76.949167,67131
WGUF,98.900000,Pittsburgh,PA,,6.0,26.030556,-81.6425,28903
WGY-FM,103.100000,Harrisburg,PA,,5.6,42.663889,-73.678333,55490
WGYE,102.700000,Carnegie,PA,,3.2,39.4675,-80.205556,32202
WGYI,98.500000,Meadville,PA,,20.0,41.417778,-79.714722,21421
WGYY,100.300000,Meadville,PA,,20.0,41.631389,-80.176944,24940
WHBR-FM,103.100000,Carnegie,PA,,3.8,39.246389,-81.471944,22677
WHFX,107.700000,Bala-Cynwyd,PA,,50.0,31.169417,-81.537694,63431
WHGL-FM,100.300000,Troy,PA,,3.6,41.742222,-76.835556,8553
WHHS,99.900000,Havertown,PA,,0.0095,39.983056,-75.302778,59344
WHKF,99.300000,Harrisburg,PA,,1.35,40.191667,-76.868056,23464
WHKS,94.900000,Coudersport,PA,,1.15,41.81,-78.386111,36093
WHMJ,99.300000,Franklin,PA,,7.3,41.437778,-79.924722,49789
WHNA,92.300000,Selinsgrove,PA,,0.93,40.958333,-76.714722,8552
WHSK,91.100000,Bloomsburg,PA,,0.6,41.008056,-76.4475,5881
WHTI,105.700000,Carnegie,PA,,1.95,39.318333,-80.438333,58621
WHUN-FM,103.500000,Lewiston,PA,,0.16,40.4975,-78.133333,42135
WHYY-FM,90.900000,Philadelphia,PA,,13.5,40.041667,-75.24,72336
WIBF,92.500000,Mexico,PA,,0.31,40.572222,-77.514167,62367
WIFT,102.100000,Dubois,PA,,28.0,41.045278,-78.703056,67696
WIKZ,95.100000,Chambersburg,PA,,50.0,39.928056,-77.695556,10108
WILQ,105.100000,Williamsport,PA,,9.2,41.195278,-76.971667,52192
WIOQ,102.100000,Bala Cynwyd,PA,,27.0,40.043611,-75.242222,20348
WITF-FM,89.500000,Harrisburg,PA,,5.9,40.345556,-76.868611,73084
WIUP-FM,90.100000,Indiana,PA,,1.5,40.608972,-79.166917,28604
WIVH,89.900000,Hunlock Creek,PA,,1.4,17.755833,-64.798889,24686
WIXQ,91.700000,Millersville,PA,,0.096,40.000861,-76.362056,42651
WJAZ,91.700000,Philadelphia,PA,,1.0,40.305556,-77.0075,65184
WJCS,89.300000,Allentown,PA,,0.0001,40.564444,-75.440278,4370
WJJK,104.500000,York,PA,,50.0,39.840278,-86.176111,28609
WJKI-FM,103.500000,Pottstown,PA,,1.45,38.5725,-75.116111,30858
WJMX-FM,103.300000,Bala-Cynwyd,PA,,50.0,34.505,-79.905,3114
WJNG,100.500000,Brookville,PA,,1.3,41.386389,-78.692222,15173
WJPA-FM,95.300000,Washington,PA,,2.15,40.189722,-80.233889,70944
WJRC,90.900000,Lewisburg,PA,,0.094,40.572222,-77.514167,58716
WJRH,104.900000,Easton,PA,,0.008,40.698056,-75.208333,36224
WJSA-FM,96.300000,Jersey Shore,PA,,2.65,41.229167,-77.367222,33085
WJSM-FM,92.700000,Martinsburg,PA,,1.9,40.347222,-78.415833,40503
WJTL,90.300000,Lancaster,PA,,12.0,40.058611,-76.462222,14467
WKBI-FM,93.900000,St. Marys,PA,,2.35,41.386389,-78.692222,65604
WKDB,95.300000,Pottstown,PA,,6.0,38.503333,-75.660833,16661
WKDU,91.700000,Philadelphia,PA,,0.8,39.96,-75.190833,17596
WKHB-FM,103.900000,Greensburg,PA,,1.1,40.014278,-79.51775,36116
WKLI-FM,100.900000,Pleasant Gap,PA,,6.0,42.731889,-73.882417,4682
WKMV,88.300000,Roaring Spring,PA,,0.28,40.156111,-85.43,93830
WKNK,103.500000,Bala-Cynwyd,PA,,100.0,30.180833,-85.495833,42371
WKNL,100.900000,Lancaster,PA,,6.0,41.440833,-72.141389,48547
WKOL,105.100000,Lancaster,PA,,23.5,44.525278,-73.518611,68692
WKPS,90.700000,University Park,PA,,0.1,40.799444,-77.869722,65471
WKQL,103.300000,Pittsburgh,PA,,10.5,41.067778,-79.083056,81912
WKSB,102.700000,Harrisburg,PA,,53.0,41.189167,-76.981389,15326
WKTK,98.500000,Bala Cynwyd,PA,,100.0,29.259444,-82.568056,18520
WKVB,107.300000,Bala Cynwyd,PA,,9.6,42.335833,-71.715833,74467
WKVE,103.100000,Waynesburg,PA,,4.4,39.913778,-79.632611,32210
WKWP,88.100000,Williamsport,PA,,0.55,41.262139,-77.033361,52188
WKYE,96.500000,Harrisonburg,PA,,50.0,40.329167,-78.898333,15328
WLBS,91.700000,Warminster,PA,,0.0,40.159167,-74.856667,7923
WLCH,91.300000,Lancaster,PA,,0.16,40.070278,-76.288611,61632
WLCY,106.300000,Latrobe,PA,,2.4,40.519444,-79.223889,38376
WLEJ-FM,98.700000,Hollidaysburg,PA,,2.2,40.932778,-77.761111,30445
WLER-FM,97.700000,Butler,PA,,4.6,40.8975,-79.889444,71242
WLGZ-FM,102.700000,Blue Bell,PA,,6.0,43.170556,-77.673056,34818
WLHI,90.300000,Schnecksville,PA,,0.42,40.661944,-75.611389,36983
WLIH,107.100000,Wellsboro,PA,,3.3,41.770278,-77.202222,24576
WLKE,93.500000,Barnesboro,PA,,1.25,40.493333,-78.541944,82271
WLKH,97.700000,Hollidaysburg,PA,,3.5,40.025556,-79.095556,56363
WLKJ,105.700000,Hollidaysburg,PA,,3.0,40.383056,-78.658611,25733
WLLF,96.700000,Hermitage,PA,,1.4,41.311944,-80.2775,6653
WLOQ,96.300000,Oil City,PA,,6.0,41.395833,-79.664722,63289
WLQB,93.500000,Bala-Cynwyd,PA,,6.0,33.926944,-78.396667,3122
WLTJ,92.900000,Pittsburgh,PA,,43.0,40.495278,-80.004722,73889
WLVR-FM,91.300000,Bethlehem,PA,,0.04,40.601111,-75.359444,36984
WLVX,107.100000,Greenville,PA,,2.1,41.380556,-80.413333,25225
WLZW,98.700000,Hollidaysburg,PA,,25.0,43.144167,-75.179167,169
WMCE-FM,88.500000,Erie,PA,,0.75,42.090278,-79.943611,41215
WMGH-FM,105.500000,Allentown,PA,,1.4,40.787222,-76.033056,18231
WMHH,96.700000,Blue Bell,PA,,4.7,42.878889,-73.863056,30571
WMKX,105.500000,Brookville,PA,,16.0,41.1225,-79.064167,63524
WMMZ,103.500000,Sugarloaf,PA,,1.05,41.113944,-76.237972,141
WMRF-FM,95.700000,Lewistown,PA,,0.31,40.572222,-77.514167,42131
WMSS,91.100000,Middletown,PA,,5.5,40.212222,-76.746389,42004
WMUH,91.700000,Allentown,PA,,0.44,40.597778,-75.510556,46947
WMUV,100.700000,Pittsburgh,PA,,62.0,30.821111,-81.737222,48243
WMUZ-FM,103.500000,Blue Bell,PA,,50.0,42.377778,-83.243056,73298
WMVL,101.700000,Linesville,PA,,1.4,41.710556,-80.274722,2900
WMXO,101.500000,Russell,PA,,4.0,42.105,-78.390278,19710
WNAE,104.300000,Warren,PA,,4.7,41.813889,-79.167778,34929
WNBT-FM,104.500000,Wellsboro,PA,,50.0,41.738056,-77.363889,21200
WNDX,93.900000,York,PA,,8.4,39.8275,-85.980833,71438
WNJR,91.700000,Washington,PA,,0.95,40.170694,-80.244889,70942
WNKI,106.100000,Williamsport,PA,,40.0,42.161944,-77.0375,53611
WNLC,98.700000,Lancaster,PA,,5.5,41.385,-72.070278,25406
WNLI,94.500000,Hollidaysburg,PA,,1.9,40.901111,-77.838889,38271
WNNA,106.100000,Mexico,PA,,0.175,40.701111,-77.213889,40422
WNNX,100.500000,York,PA,,13.5,33.759444,-84.388611,6809
WNSL,100.300000,Emmaus,PA,,100.0,31.526944,-89.135278,16784
WNTE,89.500000,Mansfield,PA,,0.115,41.806389,-77.073611,39817
WODZ-FM,96.100000,Hollidaysburg,PA,,7.4,43.144167,-75.179167,72068
WOGA,92.300000,Coudersport,PA,,1.6,41.898056,-77.093889,78437
WOGG,94.900000,Brownsville,PA,,1.65,39.869722,-79.639444,65709
WOGH,103.500000,Pittsburgh,PA,,19.5,40.3425,-80.620556,65408
WOKO,98.900000,Lancaster,PA,,0.0,0.0,-0.0,25867
WOKW,102.900000,Clearfield,PA,,0.35,41.074722,-78.532778,55251
WOMP,100.500000,Pittsburg,PA,,48.0,40.035833,-80.771111,3039
WOTH,107.900000,Williamsport,PA,,0.36,41.210833,-76.954722,3633
WOUR,96.900000,Harrisonburg,PA,,19.5,43.146111,-75.178611,4681
WOWY,103.100000,State College,PA,,0.37,40.7525,-77.754167,48926
WPCV,97.500000,Lancaster,PA,,0.0,0.0,-0.0,25872
WPEB,88.100000,Philadelphia,PA,,0.0,39.948156,-75.219133,71637
WPEL-FM,96.500000,Montrose,PA,,57.0,41.854444,-75.863889,65965
WPGM-FM,96.700000,Danville,PA,,0.57,40.987778,-76.5475,43659
WPIG,95.700000,Williamsport,PA,,43.0,42.035556,-78.446389,2864
WPKL,99.300000,Connellsville,PA,,3.0,39.885833,-79.774722,33828
WPKV,98.300000,Charleroi,PA,,3.7,40.471944,-79.994444,21214
WPPY,92.700000,Lancaster,PA,,0.7,40.075556,-76.800833,62368
WPQP,93.100000,Clearfield,PA,,1.7,41.068056,-78.518611,11981
WPST,94.500000,Pottstown,PA,,50.0,40.189278,-74.846944,25013
WPSU,91.500000,State College,PA,,1.7,40.919722,-77.974444,66239
WPSX,90.100000,State College,PA,,17.0,41.617778,-78.803889,66240
WPTS-FM,92.100000,Pittsburgh,PA,,0.016,40.444167,-79.953333,68946
WPWX,92.300000,Blue Bell,PA,,50.0,41.630556,-87.527778,17304
WPXZ-FM,104.100000,Punxsutawney,PA,,3.3,40.96,-79.002222,55711
WPZS,100.900000,York,PA,,6.0,35.124722,-80.725,52553
WQBG,100.500000,Selinsgrove,PA,,1.2,40.623333,-76.831667,63837
WQBR,99.900000,Mcelhattan,PA,,0.57,41.229167,-77.367222,40766
WQCK,105.900000,Phillipsburg,PA,,0.71,40.792778,-78.174722,43880
WQCM,94.300000,Chambersburg,PA,,3.5,39.791389,-77.675,25128
WQED-FM,89.300000,Pittsburgh,PA,,28.0,40.446111,-79.964167,54002
WQEJ,89.700000,Pittsburgh,PA,,8.4,40.371389,-78.982222,54003
WQFM,92.100000,Scranton,PA,,0.66,41.186389,-75.859167,66366
WQFN,100.100000,Scranton,PA,,6.0,41.556389,-75.485278,87530
WQFX-FM,103.100000,Russell,PA,,2.5,41.963333,-79.161667,39622
WQGA,103.300000,Bala-Cynwyd,PA,,100.0,31.156111,-81.971944,65020
WQHZ,102.300000,Erie,PA,,1.7,42.040278,-80.068889,65748
WQJU,107.100000,State College,PA,,0.37,40.572222,-77.514167,9945
WQKX,94.100000,Sunbury,PA,,16.0,40.786111,-76.696944,63890
WQKY,98.900000,Dubois,PA,,2.0,41.492222,-78.255278,53582
WQLN-FM,91.300000,Erie,PA,,35.0,42.041944,-80.065833,53720
WQLV,98.900000,Gratz,PA,,0.78,40.505,-77.1175,26975
WQMU,92.500000,Indiana,PA,,3.0,40.638056,-79.146389,56644
WQSG,90.700000,Roaring Spring,PA,,0.0,40.370556,-86.508889,89248
WQSU,88.900000,Selinsgrove,PA,,10.5,40.953333,-76.751389,64184
WQWY,103.900000,Hollidaysburg,PA,,0.38,40.566944,-78.442222,58312
WQZS,93.300000,Meyersdale,PA,,0.63,39.796944,-79.168056,57424
WRBA,95.900000,Bala-Cynwyd,PA,,50.0,30.203333,-85.615833,63584
WRBG,98.300000,Selinsgrove,PA,,1.4,40.890833,-76.998333,40424
WRBT,94.900000,Harrisburg,PA,,25.0,40.316111,-76.950278,54019
WRCT,88.300000,Pittsburgh,PA,,1.75,40.444167,-79.943611,1
WRDE-FM,103.900000,Pottstown,PA,,6.0,38.382778,-75.316111,47107
WRDV,89.300000,Warminster,PA,,0.085,40.205278,-75.1075,7931
WREW,94.900000,York,PA,,10.5,39.200278,-84.522778,73369
WRFF,104.500000,Bala Cynwyd,PA,,11.5,40.041667,-75.24,53969
WRGN,88.100000,Hunlock Creek,PA,,0.5,41.298333,-76.124444,24681
WRKC,88.500000,Wilkes-Barre,PA,,1.5,41.248889,-75.879167,34899
WRKT,104.900000,Erie,PA,,4.5,42.090278,-79.943611,55063
WRKY-FM,104.900000,Hollidaysburg,PA,,0.73,40.566944,-78.442222,72316
WRLC,91.700000,Williamsport,PA,,0.74,41.245,-76.997222,39273
WRNB,100.300000,Media,PA,,17.0,40.043333,-75.2425,25079
WROZ,101.300000,Lancaster,PA,,7.4,40.034444,-76.618889,25865
WRQI,94.300000,Meadville,PA,,2.15,41.631389,-80.176944,12918
WRQY,96.500000,Washington,PA,,2.5,40.035833,-80.771111,56641
WRRK,96.900000,Pittsburgh,PA,,45.0,40.411667,-79.931389,72333
WRRM,98.500000,York,PA,,18.0,39.121944,-84.547778,3142
WRRN,92.300000,Warren,PA,,50.0,41.813889,-79.167778,34927
WRRX,106.100000,Allentown,PA,,3.9,30.443333,-87.234444,94009
WRSC-FM,95.300000,State College,PA,,0.79,40.893056,-77.863333,64572
WRSD,94.900000,Folsom,PA,,0.014,39.886667,-75.333611,56368
WRTI,90.100000,Philadelphia,PA,,7.7,40.041556,-75.236528,65190
WRTJ,89.300000,Philadephia,PA,,0.001,40.023889,-75.813333,90653
WRTL,90.700000,Philadelphia,PA,,0.001,40.322778,-76.197778,65177
WRTQ,91.300000,Philadelphia,PA,,1.36,39.320556,-74.771667,65176
WRTS,103.700000,North East,PA,,50.0,42.090278,-79.943611,55028
WRTX,91.700000,Philadelphia,PA,,0.0,39.200833,-75.565278,65181
WRTY,91.100000,Philadelphia,PA,,3.5,41.044444,-75.379167,65178
WRVE,99.500000,Harrisonburg,PA,,14.5,42.636944,-73.995833,15330
WRVV,97.300000,Harrisburg,PA,,15.0,40.345278,-76.869167,15324
WRXV,89.100000,Bellefonte,PA,,0.6,40.919444,-77.974444,91941
WRXZ,107.100000,Bala-Cynwyd,PA,,50.0,33.937222,-78.964722,66138
WRZE,94.100000,Bala-Cynwyd,PA,,6.0,33.725556,-79.971944,3121
WSAJ-FM,91.100000,Grove City,PA,,2.7,41.246667,-79.900278,25463
WSFX,89.100000,Nanticoke,PA,,0.1,41.195,-75.991111,39261
WSGL,104.700000,Pittsburgh,PA,,20.0,26.126389,-81.721389,63357
WSHH,99.700000,Pittsburgh,PA,,17.0,40.463333,-80.004444,55709
WSKE,104.300000,Everett,PA,,0.82,40.003056,-78.399444,54571
WSKY-FM,97.300000,Bala Cynwyd,PA,,50.0,29.535833,-82.321667,23352
WSOX,96.100000,Springhouse,PA,,13.5,39.904444,-76.58,55351
WSQV,92.100000,Lock Haven,PA,,6.0,41.146944,-77.487778,37741
WSRB,106.300000,Blue Bell,PA,,4.1,41.578889,-87.546389,6590
WSRN-FM,91.500000,Swarthmore,PA,,0.11,39.905,-75.354444,64289
WSRU,88.100000,Slippery Rock,PA,,0.1,41.061944,-80.043056,60619
WSSI,92.700000,Bala-Cynwyd,PA,,7.0,31.161722,-81.474333,36929
WSYC-FM,88.700000,Shippensburg,PA,,0.13,40.075,-77.520833,60203
WTDY-FM,96.500000,Bala Cynwd,PA,,9.6,40.041667,-75.236389,51434
WTLR,89.900000,State College,PA,,25.0,40.892222,-77.863611,9944
WTTC-FM,95.300000,Sayre,PA,,5.4,41.765278,-76.486111,68614
WUMX,102.500000,Harrisburg,PA,,27.0,43.037222,-75.444444,53656
WUSL,98.900000,Philadelphia,PA,,18.0,40.041944,-75.236389,20349
WUSR,99.500000,Scranton,PA,,0.41,41.428056,-75.747222,69198
WVBU-FM,90.500000,Lewisburg,PA,,0.225,40.955,-76.881944,7722
WVIA-FM,89.900000,Pittston,PA,,7.4,41.181944,-75.871389,49436
WVLY-FM,100.900000,Milton,PA,,1.3,40.953333,-76.751389,73272
WVMM,90.700000,Grantham,PA,,0.1,40.159444,-76.983333,41312
WVMW-FM,91.700000,Scranton,PA,,1.8,41.433889,-75.631944,40634
WVMX,107.900000,Pittsburgh,PA,,3.0,40.244861,-82.930306,54556
WVNW,96.700000,Burnham,PA,,0.45,40.586111,-77.694444,74172
WVRT,97.700000,South Williamsport,PA,,6.0,41.220556,-77.2775,58313
WVRZ,99.700000,Shamokin,PA,,0.79,40.819167,-76.4625,25751
WVSQ,106.900000,Renovo,PA,,0.8,41.2375,-77.750556,49266
WVYA,89.700000,Pittston,PA,,3.3,41.248333,-77.031111,92638
WVYC,88.100000,York,PA,,0.036,39.946944,-76.729722,74381
WWAV,102.100000,Bala-Cynwyd,PA,,50.0,30.410556,-86.622778,19473
WWCF,88.700000,Mcconnelsburg,PA,,0.007,39.925833,-77.956667,85292
WWEC,88.300000,Elizabethtown,PA,,0.1,40.148056,-76.593889,19356
WWGR,101.900000,Pittsburgh,PA,,100.0,26.422778,-81.630278,56985
WWIZ,103.900000,Hermitage,PA,,6.0,41.204444,-80.363611,23437
WWLU,88.700000,Lincoln University,PA,,0.003,39.81,-75.926389,37557
WWNW,88.900000,New Wilmington,PA,,0.25,41.111389,-80.339167,72031
WWRR,104.900000,Scranton,PA,,0.27,41.435,-75.726389,36508
WWSR,93.100000,Hollidaysburg,PA,,3.0,40.763056,-84.183056,74294
WWWQ,99.700000,York,PA,,96.6,33.807222,-84.339444,73345
WWXM,97.700000,Bala-Cynwyd,PA,,100.0,33.595833,-79.053056,12181
WXAC,91.300000,Reading,PA,,0.21,40.369167,-75.907222,880
WXBB,94.700000,Erie,PA,,1.7,42.040556,-80.068056,52144
WXBX,95.300000,Greensburg,PA,,6.0,36.921389,-81.242778,27189
WXIL,95.100000,Carnegie,PA,,50.0,39.246389,-81.471944,52015
WXMJ,104.500000,Meadville,PA,,2.55,41.702778,-80.165,76254
WXMT,106.300000,Smethport,PA,,1.03,41.81,-78.386111,21195
WXPH,88.700000,Sellersville,PA,,0.075,40.035278,-76.621944,87834
WXPN,88.500000,Philadelphia,PA,,2.65,40.038694,-75.237278,68229
WXTU,92.500000,Bala Cynwyd,PA,,15.0,40.038611,-75.237222,74213
WXVU,89.100000,Villanova,PA,,0.0,40.032778,-75.3375,70229
WYCA,102.300000,Blue Bell,PA,,1.05,41.325556,-87.620833,73700
WYCR,98.500000,Hanover,PA,,10.5,39.857222,-76.948333,54608
WYCY,105.300000,Honesdale,PA,,2.9,41.579167,-75.178333,3675
WYEP-FM,91.300000,Pittsburgh,PA,,18.0,40.411667,-79.931389,52745
WYNA,104.900000,Narbeth,PA,,25.0,33.822056,-78.771639,24932
WYNR,102.500000,Bala-Cynwyd,PA,,97.0,31.156111,-81.971944,57785
WYTL,91.900000,Sellersville,PA,,0.45,40.185833,-75.954167,91726
WYVL,88.500000,Youngsville,PA,,2.5,41.901944,-79.261389,89403
WZBA,100.700000,Scranton,PA,,25.0,39.447222,-76.78,59985
WZBF,96.900000,Dubois,PA,,3.2,41.898611,-76.718889,40383
WZBH,93.500000,Pottstown,PA,,50.0,38.523333,-75.298611,25003
WZBT,91.100000,Gettysburg,PA,,0.35,39.841389,-77.223889,24132
WZEB,101.700000,Pottstown,PA,,3.3,38.523333,-75.298611,53993
WZLB,103.100000,Bala-Cynwyd,PA,,50.0,30.410556,-86.622778,60811
WZTF,102.900000,Bala-Cynwyd,PA,,2.9,34.01,-79.755,3115
WZWW,93.700000,State College,PA,,0.33,40.752222,-77.754444,6025
WZXM,88.100000,Philadelphia,PA,,0.54,40.262222,-76.886389,66520
WZXQ,88.300000,Sellersville,PA,,0.11,39.961111,-77.475556,93044
WZXR,99.300000,Williamsport,PA,,0.41,41.211667,-76.954444,61180
WZZD,88.100000,Sellersville,PA,,0.001,40.129167,-75.878611,91617
WZZH,90.900000,Sellersville,PA,,0.11,41.546944,-75.461667,91954
WZZZ,107.500000,Pittsburgh,PA,,2.6,38.722778,-82.998889,88356
WAEL-FM,96.100000,Mayaguez,PR,,24.0,18.151944,-66.9875,70685
WCMN-FM,107.300000,Arecibo,PR,,50.0,18.247778,-66.811944,8790
WCRP,88.100000,Guayama,PR,,27.0,18.113056,-66.052222,42685
WDIN,102.900000,Camuy,PR,,50.0,18.290833,-66.660833,27954
WEGM,95.100000,Mayaguez,PR,,25.0,18.148611,-66.981667,1890
WELX,101.500000,San Juan,PR,,50.0,18.443333,-67.147222,29219
WERR,104.100000,San Juan,PR,,50.0,18.291389,-66.660833,54750
WFDT,105.500000,Mayaguez,PR,,3.0,18.315833,-67.181667,3251
WFID,95.700000,Caguas,PR,,50.0,18.266667,-66.084722,10063
WIDA-FM,90.500000,Carolina,PR,,25.0,18.113333,-66.051944,10955
WIDI,99.500000,Quebradillas,PR,,22.4,18.15,-66.983333,32141
WIOA,99.900000,Guaynabo,PR,,31.0,18.278889,-65.853333,8151
WIOB,97.500000,San Juan,PR,,50.0,18.325833,-67.170278,8153
WIOC,105.100000,Mayaguez,PR,,50.0,17.984167,-66.636667,8152
WIPR-FM,91.300000,San Juan,PR,,105.0,18.111667,-66.051389,53860
WIVA-FM,100.300000,Caguas,PR,,23.0,18.150833,-66.989167,2876
WJDZ,90.100000,Ponce,PR,,0.125,18.040556,-66.455,83299
WJKL,105.700000,San Juan,PR,,50.0,18.281667,-66.112778,3537
WJVP,89.300000,Bayamon,PR,,0.0,18.326944,-65.305833,11619
WKAQ-FM,104.700000,San Juan,PR,,50.0,18.280833,-66.110556,19098
WLAZ,89.100000,Quebradillas,PR,,0.0,28.174167,-81.283611,27292
WLUZ,88.500000,Bayamon,PR,,3.0,18.278944,-65.852611,11620
WMIO,102.300000,San Juan,PR,,3.0,17.993611,-67.174167,40052
WMYP,98.300000,San German,PR,,1.9,17.7475,-64.836389,82199
WMYZ,88.700000,Quebradillas,PR,,35.0,28.904444,-81.96,27291
WNIK-FM,106.500000,Arecibo,PR,,25.0,18.455556,-66.74,33877
WNNV,91.700000,Mayaguez,PR,,0.0,18.068889,-67.048333,71565
WNOD,94.100000,Mayaguez,PR,,25.0,18.151389,-66.988889,53554
WNRT,96.900000,Santurce,PR,,50.0,18.259444,-66.5375,36195
WNVM,97.700000,San Juan,PR,,3.0,18.280353,-66.109806,1891
WNZN,89.100000,Ponce,PR,,2.2,41.309444,-82.441944,66384
WODA,94.700000,Guaynbo,PR,,31.0,18.278889,-65.853333,54471
WORO,92.500000,San Juan,PR,,50.0,18.2525,-66.332778,9335
WOYE,97.300000,Miramar,PR,,0.8,18.279444,-65.853333,68833
WPRM-FM,99.100000,Caguas,PR,,25.0,18.113056,-66.051667,2875
WPUC-FM,88.900000,Ponce,PR,,12.0,18.174417,-66.592139,9351
WQBS-FM,107.700000,Rio Pedras,PR,,12.0,18.31,-65.794722,28921
WQML,101.500000,Mayaguez,PR,,6.0,18.280556,-65.670278,3250
WRFE,89.300000,Mayaguez,PR,,50.0,34.902611,-80.154,91536
WRIO,101.100000,Caguas,PR,,50.0,18.027778,-66.653889,20591
WRRH,106.100000,Lajas,PR,,0.65,18.145556,-66.980556,55693
WRTU,89.700000,San Juan,PR,,50.0,18.266667,-66.084722,69090
WRUO,88.300000,San Juan,PR,,2.0,18.325278,-67.170278,69434
WTOK-FM,102.500000,San Juan,PR,,50.0,18.281667,-65.945,4936
WTPM,92.900000,Mayaguez,PR,,50.0,18.313056,-67.185,13952
WUKQ-FM,98.700000,San Juan,PR,,25.0,18.151389,-66.988611,54818
WVID,90.300000,Mayaguez,PR,,14.5,18.316667,-67.183056,10053
WVIS,106.100000,San Juan,PR,,50.0,18.326944,-65.305833,69631
WVJP-FM,103.300000,Caguas,PR,,26.0,18.278056,-65.853333,6441
WVVI-FM,93.500000,Bayamon,PR,,9.6,17.731389,-64.688056,62114
WXHD,98.100000,Santa Isabel,PR,,6.0,18.029167,-66.360278,77881
WXLX,103.700000,Bayamon,PR,,50.0,17.993611,-67.185833,55065
WXYX,100.700000,Guaynabo,PR,,50.0,18.287333,-66.180083,54447
WYAS,92.100000,Rio Piedras,PR,,4.6,18.331667,-65.686389,2999
WYQE,92.900000,Naguabo,PR,,3.9,18.280556,-65.670278,19056
WZAR,101.900000,Ponce,PR,,14.0,18.154167,-66.554167,52946
WZCA,91.700000,Querbradillas,PR,,6.0,18.486389,-66.943611,93424
WZMT,93.300000,Ponce,PR,,14.5,17.990556,-66.628611,53076
WZNT,93.700000,Guaynabo,PR,,28.0,18.278889,-65.853333,74552
WZOL,98.300000,San Juan,PR,,0.83,18.28,-65.853611,8898
WBKQ,96.700000,Bristol,RI,,2.5,40.177222,-85.673056,68150
WCVY,91.500000,Coventry,RI,,0.2,41.686111,-71.593611,14229
WDOM,91.300000,Providence,RI,,0.125,41.844167,-71.436667,53676
WELH,88.100000,Providence,RI,,4.0,41.857417,-71.318222,66656
WERK,104.900000,Bristol,RI,,6.0,40.155278,-85.43,1723
WHAZ-FM,97.500000,Newport,RI,,0.42,42.863611,-73.233056,6765
WHTF,104.900000,Bristol,RI,,47.0,30.586389,-84.236389,18550
WIKL,101.700000,Bristol,RI,,6.0,40.275833,-85.862222,52508
WJMF,88.700000,Smithfield,RI,,1.2,41.803333,-71.5575,7650
WKIV,88.100000,Westerly,RI,,1.0,41.405083,-71.812111,84180
WLVO,95.500000,Providence,RI,,18.5,41.827778,-71.369167,7313
WMNP,99.300000,Westerly,RI,,6.0,41.174444,-71.572222,71295
WNPE,102.700000,Pawtucket,RI,,1.95,41.423778,-71.476083,22874
WNPH,90.700000,Portsmouth,RI,,0.36,41.601667,-71.272222,53078
WQRI,88.300000,Bristol,RI,,0.8,41.648333,-71.259444,57426
WRIU,90.300000,Kingston,RI,,3.4,41.497778,-71.528611,69206
WWKX,106.300000,Pawtucket,RI,,1.15,41.995278,-71.448333,65198
WWRX,107.700000,Pawtucket,RI,,1.05,41.460833,-71.929444,58731
KCVK,107.700000,Greenville,SC,,3.7,38.673889,-92.862222,83870
KFWA,103.100000,Mount Pleasant,SC,,6.8,40.245556,-103.924806,79249
KPHT,95.500000,Mout Pleasant,SC,,100.0,37.902222,-104.266667,87658
KRYE,94.700000,Mount Pleasant,SC,,18.0,37.877778,-104.955278,81305
KTAK,93.900000,Seneca,SC,,50.0,42.719444,-108.145833,56590
KVLL-FM,94.700000,Mount Pleasant,SC,,50.0,31.113194,-94.808083,68130
KWMZ-FM,104.500000,Mount Pleasant,SC,,13.5,29.5625,-89.829444,89100
