callsign,freq_mhz,city,state,class,erp_kw,lat,lon
WCOS,1.4,Columbia,SC,C,1.0,34.00517,-81.01175
WCRE,1.42,Cheraw,SC,D,1.0,34.68017,-79.89922
WCRS,1.45,Greenwood,SC,C,1.0,34.20956,-82.15122
WCSZ,1.07,Sans Souci,SC,B,50.0,34.92011,-82.45678
WCZZ,1.09,Greenwood,SC,D,5.666,34.16289,-82.19456
WDEK,1.17,Lexington,SC,D,10.0,33.97375,-81.14953
WDSC,0.8,Dillon,SC,B,1.0,34.36906,-79.4045
WDXY,1.24,Sumter,SC,C,1.0,33.90461,-80.32342
WEAF,1.13,Camden,SC,D,5.0,34.25903,-80.57953
WELP,1.36,Easley,SC,D,5.0,34.83956,-82.63875
WESC,0.66,Greenville,SC,D,5.0,34.86844,-82.46792
WFGN,1.18,Gaffney,SC,D,2.5,35.04986,-81.64481
WFMV,0.62,Cayce,SC,D,2.5,33.95961,-81.04092
WGCD,1.49,Chester,SC,C,0.65,34.69819,-81.20175
WGTN,1.4,Georgetown,SC,C,1.0,33.40433,-79.32644
WGVL,1.44,Greenville,SC,B,5.0,34.86872,-82.46844
WHGS,1.27,Hampton,SC,B,10.0,32.84406,-81.12539
WHHW,1.13,Hilton Head Island,SC,B,1.0,32.20047,-80.724
WJAY,1.28,Mullins,SC,B,4.2,34.19183,-79.31506
WJBS,1.44,Holly Hill,SC,D,1.0,33.33989,-80.43814
WJMX,1.4,Darlington,SC,C,1.0,34.31628,-79.88783
WKDK,1.24,Newberry,SC,C,1.0,34.29181,-81.62067
WKZK,1.6,North Augusta,SC,D,4.0,33.49375,-81.99761
WLBG,0.86,Laurens,SC,D,1.0,34.50372,-82.01814
WLSQ,1.24,Loris,SC,C,1.0,34.03489,-78.88253
WLTQ,0.73,Charleston,SC,D,1.1,32.77344,-80.01547
WMIR,1.2,Atlantic Beach,SC,D,6.5,33.83683,-78.78392
WNMB,0.9,North Myrtle Beach,SC,D,0.25,33.835,-78.78389
WNRR,1.38,North Augusta,SC,D,4.0,33.48819,-81.94594
WOLH,1.23,Florence,SC,C,1.0,34.23017,-79.74672
WOLI,0.91,Spartanburg,SC,B,3.6,35.01956,-82.00983
WORD,0.95,Spartanburg,SC,D,5.0,34.98122,-81.98622
WPCC,1.41,Clinton,SC,D,1.0,34.44514,-81.88983
WPCI,1.49,Greenville,SC,C,1.0,34.90844,-82.34456
WPIF,1.47,Georgetown,SC,D,0.42,33.40433,-79.32644
WPJF,1.26,Greenville,SC,D,5.0,34.90844,-82.34456
WPJK,1.58,Orangeburg,SC,D,3.3,33.49878,-80.84231
WPJM,0.8,Greer,SC,B,1.0,34.94983,-82.24511
WPOG,0.71,St. Matthews,SC,D,1.0,33.61794,-80.78036
WQUL,1.51,Woodruff,SC,D,1.0,34.75622,-82.05483
WQXL,1.47,Columbia,SC,D,11.0,33.95961,-81.04092
WRHI,1.34,Rock Hill,SC,C,1.0,34.98319,-81.01953
WRIX,1.02,Homeland Park,SC,D,10.0,34.47067,-82.63403
WSNW,1.15,Seneca,SC,D,0.5,34.68761,-82.98764
WSPG,1.4,Spartanburg,SC,C,1.0,34.974,-81.92678
WSPO,1.39,Charleston,SC,B,5.0,32.82461,-80.00258
WSSC,1.34,Sumter,SC,C,1.0,33.92933,-80.32453
WTMA,1.25,Charleston,SC,B,5.0,32.82433,-80.00258
WTMZ,0.91,Dorchester Terr.-Bre,SC,D,0.5,32.8725,-79.97644
WTQS,1.49,Cameron,SC,C,1.0,33.55267,-80.74369
WULR,0.98,York,SC,D,3.0,34.90319,-81.09231
WVCD,0.79,Bamberg-Denmark,SC,D,1.0,33.31406,-81.07844
WVGB,1.49,Beaufort,SC,C,0.5,32.43575,-80.69817
WVOC,0.56,Columbia,SC,B,5.0,34.03208,-81.14175
WWHK,1.45,Myrtle Beach,SC,C,1.0,33.70572,-78.89003
WWHM,1.29,Sumter,SC,D,1.0,33.92406,-80.28647
WWOS,0.81,Walterboro,SC,D,5.0,33.14767,-80.56289
WWRK,0.97,Florence,SC,D,10.0,34.23406,-79.78061
WYNN,0.54,Florence,SC,D,0.25,34.21822,-79.80811
WYRD,1.33,Greenville,SC,B,5.0,34.85539,-82.42372
WZJY,1.48,Mount Pleasant,SC,D,0.88,32.82517,-79.83119
WZZQ,1.5,Gaffney,SC,D,1.0,35.08847,-81.64425
KBFS,1.45,Belle Fourche,SD,C,1.0,44.66719,-103.85658
KBHB,0.81,Sturgis,SD,D,25.0,44.42331,-103.42742
KBJM,1.4,Lemmon,SD,C,1.0,45.91806,-102.19906
KBRK,1.43,Brookings,SD,D,1.0,44.30331,-96.76728
KCCR,1.24,Pierre,SD,C,1.0,44.35053,-100.31931
KDSJ,0.98,Deadwood,SD,B,5.0,44.38247,-103.66269
KELO,1.32,Sioux Falls,SD,B,5.0,43.48803,-96.63756
KFCR,1.49,Custer,SD,C,0.83,43.71747,-103.58381
KGFX,1.06,Pierre,SD,B,10.0,44.28664,-100.33875
KGIM,1.42,Aberdeen,SD,B,1.0,45.42417,-98.51861
KIJV,1.34,Huron,SD,C,1.0,44.34581,-98.21008
KIMM,1.15,Rapid City,SD,D,5.0,44.07611,-103.11211
KJAM,1.39,Madison,SD,D,0.5,44.01025,-97.172
KJJQ,0.91,Volga,SD,B,0.5,44.25025,-96.95644
KKLS,0.92,Rapid City,SD,D,5.0,44.06194,-103.176
KMSD,1.51,Milbank,SD,D,5.0,45.19442,-96.6395
KNWC,1.27,Sioux Falls,SD,B,5.0,43.28525,-96.76506
KOKK,1.21,Huron,SD,B,5.0,44.36219,-98.15286
KOLY,1.3,Mobridge,SD,B,5.0,45.53528,-100.34625
KORN,1.49,Mitchell,SD,C,1.0,43.70386,-97.99953
KOTA,1.38,Rapid City,SD,B,5.0,44.03333,-103.18794
KQKD,1.38,Redfield,SD,D,0.5,44.89803,-98.50675
KSDN,0.93,Aberdeen,SD,B,1.0,45.42469,-98.51806
KSDR,1.48,Watertown,SD,D,1.0,44.93275,-97.10564
KSOO,1.0,Sioux Falls,SD,D,10.0,43.48692,-96.597
KTOQ,1.34,Rapid City,SD,C,1.0,44.06833,-103.17017
KVTK,1.57,Vermillion,SD,D,0.5,42.9225,-97.06617
KWAT,0.95,Watertown,SD,B,1.0,44.86997,-97.11397
KWSN,1.23,Sioux Falls,SD,C,0.44,43.45775,-96.67089
KWYR,1.26,Winner,SD,D,5.0,43.38556,-99.91094
KXRB,1.14,Sioux Falls,SD,B,10.0,43.48053,-96.68561
KYNT,1.45,Yankton,SD,C,1.0,42.89167,-97.41978
KZMX,0.58,Hot Springs,SD,B,2.3,43.45664,-103.47658
KZOY,1.52,Sioux Falls,SD,D,0.5,43.55775,-96.79644
WNAX,0.57,Yankton,SD,B,5.0,42.91306,-97.31644
KWAM,0.99,Memphis,TN,B,10.0,35.13453,-90.09397
WAEW,1.33,Crossville,TN,D,1.0,35.95033,-85.03578
WAKI,1.23,Mcminnville,TN,C,0.62,35.66675,-85.77636
WAKM,0.95,Franklin,TN,D,5.0,35.90617,-86.90583
WALI,1.28,Dayton,TN,D,1.0,35.47008,-85.03744
WBAC,1.34,Cleveland,TN,C,1.0,35.16508,-84.85356
WBBP,1.48,Memphis,TN,D,5.0,35.05508,-90.08758
WBCR,1.47,Alcoa,TN,D,1.0,35.76797,-84.01586
WBEJ,1.24,Elizabethton,TN,C,1.0,36.33517,-82.21511
WBLC,1.36,Lenoir City,TN,D,1.0,35.79231,-84.29575
WBMC,0.96,Mcminnville,TN,D,0.5,35.66675,-85.77636
WBOL,1.56,Bolivar,TN,D,0.25,35.25842,-88.98061
WBRY,1.54,Woodbury,TN,D,0.5,35.83144,-86.11167
WCDT,1.34,Winchester,TN,C,1.0,35.18092,-86.09275
WCLE,1.57,Cleveland,TN,D,5.0,35.18203,-84.84856
WCMT,1.41,Martin,TN,D,0.7,36.36256,-88.84922
WCOR,1.49,Lebanon,TN,C,1.0,36.20728,-86.2675
WCPH,1.22,Etowah,TN,D,1.0,35.32092,-84.50936
WCRK,1.15,Morristown,TN,D,4.5,36.20703,-83.33294
WCRT,1.16,Donelson,TN,B,50.0,36.16367,-86.71556
WCRV,0.64,Collierville,TN,B,50.0,34.99306,-89.89944
WCSV,1.49,Crossville,TN,C,1.0,35.95033,-85.03578
WCXZ,0.74,Harrogate,TN,D,0.9,36.56119,-83.65575
WDBL,1.59,Springfield,TN,D,0.71,36.49506,-86.90611
WDEB,1.5,Jamestown,TN,D,1.0,36.42536,-84.94217
WDEH,0.8,Sweetwater,TN,B,1.0,35.61369,-84.45908
WDIA,1.07,Memphis,TN,B,50.0,35.26814,-90.01758
WDKN,1.26,Dickson,TN,D,5.0,36.10867,-87.37056
WDNT,0.97,Spring City,TN,D,0.5,35.66647,-84.87883
WDTM,1.15,Selmer,TN,D,1.0,35.19092,-88.58922
WDXE,1.37,Lawrenceburg,TN,D,1.0,35.25703,-87.30669
WDXI,1.31,Jackson,TN,D,5.0,35.66425,-88.82283
WECO,0.94,Wartburg,TN,D,5.0,36.09675,-84.59189
WEEN,1.46,Lafayette,TN,D,1.1,36.53506,-86.00747
WEKR,1.24,Fayetteville,TN,C,1.0,35.15786,-86.59028
WEMB,1.42,Erwin,TN,D,5.0,36.11622,-82.44681
WENK,1.24,Union City,TN,C,1.0,36.42783,-89.03478
WENO,0.76,Nashville,TN,D,1.0,36.14117,-86.75639
WENR,1.09,Englewood,TN,D,1.0,35.42647,-84.51575
WEPG,0.91,South Pittsburg,TN,D,5.0,35.01592,-85.69997
WETB,0.79,Johnson City,TN,D,5.0,36.32872,-82.41069
WETR,0.76,Knoxville,TN,D,2.4,35.98842,-83.84297
WFCN,1.2,Nashville,TN,D,2.0,36.20839,-86.8725
WFLI,1.07,Lookout Mountain,TN,B,50.0,35.04508,-85.36219
WGAP,1.4,Maryville,TN,C,1.0,35.76147,-83.98242
WGNS,1.45,Murfreesboro,TN,C,1.0,35.84061,-86.39083
WGOC,1.32,Kingsport,TN,B,5.0,36.55344,-82.48264
WGOW,1.15,Chattanooga,TN,B,5.0,35.06814,-85.33442
WGRV,1.34,Greeneville,TN,C,1.0,36.16956,-82.84767
WGSF,1.03,Memphis,TN,D,50.0,35.18333,-89.93778
WHBQ,0.56,Memphis,TN,B,5.0,35.25342,-90.04758
WHDM,1.44,Mckenzie,TN,D,0.42,36.133,-88.5235
WHEW,1.38,Franklin,TN,D,2.8,35.90617,-86.90583
WHGG,1.09,Kingsport,TN,D,10.0,36.46122,-82.45319
WHIN,1.01,Gallatin,TN,D,5.0,36.43339,-86.46667
WHMT,0.74,Tullahoma,TN,D,0.25,35.34342,-86.2
WHNY,1.0,Paris,TN,D,5.0,36.31394,-88.29256
WHUB,1.4,Cookeville,TN,C,0.74,36.16339,-85.52469
WIFA,1.24,Knoxville,TN,C,1.0,35.95481,-83.95103
WIGN,1.55,Bristol,TN,D,35.0,36.56594,-82.15736
WITA,1.49,Knoxville,TN,C,1.0,35.96981,-83.96547
WJAK,1.46,Jackson,TN,D,0.8,35.64369,-88.77339
WJBE,1.04,Powell,TN,D,10.0,36.04286,-84.04742
WJCW,0.91,Johnson City,TN,B,5.0,36.41039,-82.45347
WJFC,1.48,Jefferson City,TN,D,0.5,36.10425,-83.486
WJJM,1.49,Lewisburg,TN,C,1.0,35.45092,-86.7825
WJJT,1.54,Jellico,TN,D,1.0,36.58314,-84.13603
WJLE,1.48,Smithville,TN,D,1.0,35.92533,-85.82053
WJOC,1.49,Chattanooga,TN,C,1.0,35.05203,-85.27328
WJPJ,1.19,Humboldt,TN,D,0.42,35.84478,-88.90228
WKBL,1.25,Covington,TN,D,0.8,35.58675,-89.63925
WKCE,1.18,Knoxville,TN,D,10.0,35.98008,-83.81906
WKDA,0.9,Lebanon,TN,D,5.0,36.20672,-86.26722
WKFN,0.54,Clarksville,TN,D,4.0,36.542,-87.32556
WKGN,1.34,Knoxville,TN,C,1.0,35.95564,-83.97047
WKPT,1.4,Kingsport,TN,C,1.0,36.54456,-82.52264
WKRM,1.34,Columbia,TN,C,1.0,35.61064,-87.05611
WKSR,1.42,Pulaski,TN,D,1.0,35.20036,-87.075
WKTP,1.59,Jonesborough,TN,D,2.5,36.3315,-82.47375
WKXV,0.9,Knoxville,TN,B,1.0,35.98119,-83.98742
WLAC,1.51,Nashville,TN,A,50.0,36.272,-86.75778
WLAF,1.45,La Follette,TN,C,1.0,36.38119,-84.12547
WLAR,1.45,Athens,TN,C,1.0,35.44564,-84.61189
WLIJ,1.58,Shelbyville,TN,D,5.0,35.45536,-86.45194
WLIK,1.27,Newport,TN,B,5.0,35.96369,-83.2085
WLIL,0.73,Lenoir City,TN,D,1.0,35.77008,-84.27964
WLIV,0.92,Livingston,TN,D,1.0,36.3745,-85.30553
WLMR,1.45,Chattanooga,TN,C,1.0,35.04842,-85.27383
WLOD,1.14,Loudon,TN,D,1.0,35.72647,-84.34686
WLOK,1.34,Memphis,TN,C,1.0,35.11703,-90.01647
WLRM,1.38,Millington,TN,B,2.5,35.31564,-89.92314
WMAK,1.57,Lobelville,TN,D,1.0,35.767,-87.83114
WMC,0.79,Memphis,TN,B,5.0,35.16869,-89.88508
WMCH,1.26,Church Hill,TN,D,1.0,36.52094,-82.74822
WMCP,1.28,Columbia,TN,B,5.0,35.61897,-86.98111
WMCT,1.39,Mountain City,TN,D,1.0,36.49025,-81.78708
WMDB,0.88,Nashville,TN,D,2.5,36.212,-86.81917
WMFS,0.68,Memphis,TN,B,8.0,35.22286,-90.04369
WMGC,0.81,Murfreesboro,TN,D,5.0,35.83728,-86.41667
WMLR,1.23,Hohenwald,TN,C,1.0,35.52286,-87.54447
WMPS,1.21,Bartlett,TN,B,10.0,35.26119,-89.83064
WMQM,1.6,Lakeland,TN,D,50.0,35.17619,-89.93619
WMRB,0.91,Columbia,TN,D,0.5,35.60675,-87.025
WMSR,1.32,Manchester,TN,D,5.0,35.46758,-86.095
WMTN,1.3,Morristown,TN,D,5.0,36.20703,-83.33294
WNAH,1.36,Nashville,TN,D,1.0,36.19172,-86.77389
WNML,0.99,Knoxville,TN,B,10.0,36.04258,-83.89964
WNOO,1.26,Chattanooga,TN,D,5.0,35.05231,-85.27272
WNPC,1.06,Newport,TN,D,1.0,35.98619,-83.17933
WNPZ,1.58,Knoxville,TN,D,5.0,35.91175,-83.89242
WNQM,1.3,Nashville,TN,B,50.0,36.20839,-86.89389
WNSR,0.56,Brentwood,TN,D,1.0,36.14117,-86.75639
WNTC,0.79,Ashland City,TN,D,2.0,36.28561,-87.08333
WNVL,1.24,Nashville,TN,C,1.0,36.15644,-86.77111
WNWS,1.52,Brownsville,TN,D,0.25,35.60842,-89.2445
WNZE,1.4,Clarksville,TN,C,0.38,36.542,-87.32556
WOPI,1.49,Bristol,TN,C,1.0,36.59606,-82.16158
WORM,1.01,Savannah,TN,D,0.25,35.24008,-88.24142
WOWW,1.43,Germantown,TN,B,2.5,35.21397,-89.79619
WPOT,1.5,Trenton,TN,D,0.25,35.98117,-88.92561
WPTN,0.78,Cookeville,TN,D,1.0,36.16339,-85.52469
WPWT,0.87,Colonial Heights,TN,D,10.0,36.46122,-82.45319
WQKR,1.27,Portland,TN,D,1.0,36.61117,-86.58111
WQLA,0.96,La Follette,TN,D,1.0,36.36731,-84.14714
WQMV,1.06,Waverly,TN,D,1.0,36.08761,-87.85506
WQZQ,0.83,Goodlettsville,TN,D,2.5,36.20828,-86.87244
WREC,0.6,Memphis,TN,B,5.0,35.19481,-90.01008
WRGS,1.37,Rogersville,TN,D,1.0,36.41619,-82.98433
WRJZ,0.62,Knoxville,TN,B,5.0,35.99008,-83.83742
WRKM,1.35,Carthage,TN,D,1.0,36.24506,-85.94556
WRKQ,1.25,Madisonville,TN,D,0.5,35.50814,-84.37908
WSBI,1.21,Static,TN,D,10.0,36.62283,-85.08744
WSDQ,1.19,Dunlap,TN,D,5.0,35.36144,-85.37581
WSEV,0.93,Sevierville,TN,D,5.0,35.87842,-83.55489
WSGI,1.1,Springfield,TN,D,1.0,36.51672,-86.89167
WSLV,1.11,Ardmore,TN,D,2.5,34.99314,-86.85611
WSM,0.65,Nashville,TN,A,50.0,35.99728,-86.79222
WSMG,1.45,Greeneville,TN,C,0.67,36.16956,-82.84767
WSMT,1.05,Sparta,TN,D,0.95,35.9545,-85.47692
WTJF,1.39,Jackson,TN,B,5.0,35.64619,-88.83256
WTLT,1.12,Maryville,TN,D,1.0,35.84231,-83.77239
WTNK,1.09,Hartsville,TN,D,1.0,36.38811,-86.16528
WTPR,0.71,Paris,TN,D,0.75,36.27978,-88.34228
WTRB,1.57,Ripley,TN,D,1.0,35.72953,-89.54258
WTRO,1.45,Dyersburg,TN,C,0.7,36.06842,-89.33286
WTZX,0.86,Sparta,TN,D,0.95,35.9545,-85.47692
WUAT,1.11,Pikeville,TN,D,0.25,35.60506,-85.18719
WUCT,1.6,Algood,TN,D,2.5,36.18867,-85.47303
WUMY,0.83,Memphis,TN,D,3.0,35.11703,-90.01647
WVLZ,0.85,Maryville,TN,D,1.0,35.76142,-83.98236
WVOL,1.47,Berry Hill,TN,B,5.0,36.20033,-86.77972
WVVB,1.41,Kingston,TN,D,0.5,35.88036,-84.5155
WWLX,0.59,Loretto,TN,D,0.6,35.20342,-87.32753
WWON,0.93,Waynesboro,TN,D,0.47,35.30842,-87.74503
WXCT,1.37,Chattanooga,TN,B,5.0,35.04064,-85.33942
WXRH,0.58,Rockwood,TN,D,5.0,35.82786,-84.65522
WXRQ,1.46,Mount Pleasant,TN,D,1.0,35.52258,-87.19278
WXSM,0.64,Blountville,TN,B,10.0,36.52206,-82.42347
WYCZ,1.03,White Bluff,TN,B,1.0,36.13422,-87.21611
WYFN,0.98,Nashville,TN,B,5.0,36.207,-86.67361
WYGI,1.43,Madison,TN,D,10.0,36.2075,-86.67306
WYJV,0.71,Smyrna,TN,D,0.25,35.97533,-86.55444
WYSH,1.38,Clinton,TN,D,1.0,36.11342,-84.14158
WYXE,1.13,Gallatin,TN,D,2.3,36.41061,-86.45444
WYXI,1.39,Athens,TN,D,2.5,35.44675,-84.57189
WZNG,1.4,Shelbyville,TN,C,1.0,35.47397,-86.44583
WZYX,1.44,Cowan,TN,D,5.0,35.16092,-86.03081
DKSTA,1.0,Coleman,TX,D,0.25,31.85458,-99.427
KACT,1.36,Andrews,TX,B,1.0,32.34733,-102.55683
KAGC,1.51,Bryan,TX,D,0.5,30.65186,-96.38525
KAHL,1.31,San Antonio,TX,D,5.0,29.41494,-98.34361
KAMA,0.75,El Paso,TX,B,10.0,31.77511,-106.28053
KAML,0.99,Kenedy-Karnes City,TX,D,0.25,28.85081,-97.88028
KAMM,1.54,University Park,TX,B,32.0,32.81292,-97.00861
KAND,1.34,Corsicana,TX,C,1.0,32.11486,-96.46331
KANI,1.5,Wharton,TX,B,0.5,29.32303,-96.05911
KATH,0.91,Frisco,TX,B,1.0,33.21539,-96.89944
KBBW,1.01,Waco,TX,B,10.0,31.5685,-97.00056
KBDT,1.16,Highland Park,TX,B,35.0,33.17706,-97.67697
KBEC,1.39,Waxahachie,TX,B,0.48,32.44597,-96.80444
KBHT,1.59,Mexia,TX,D,2.5,31.62017,-96.75194
KBIB,1.0,Marion,TX,D,0.25,29.56939,-98.16333
KBME,0.79,Houston,TX,B,5.0,29.91567,-95.46281
KBPO,1.15,Port Neches,TX,D,0.5,30.08467,-93.97044
KBRN,1.5,Boerne,TX,D,0.25,29.81244,-98.72836
KBRZ,1.46,Missouri,TX,D,5.0,29.56469,-95.70189
KBST,1.49,Big Spring,TX,C,1.0,32.26233,-101.46067
KBWD,1.38,Brownwood,TX,B,1.0,31.71017,-98.96033
KBYG,1.4,Big Spring,TX,C,1.0,32.22289,-101.47678
KBZO,1.46,Lubbock,TX,B,1.0,33.54731,-101.8235
KCBI,0.77,Garland,TX,B,10.0,33.03289,-96.57556
KCCE,1.34,San Angelo,TX,C,1.0,31.47878,-100.46425
KCCT,1.15,Corpus Christi,TX,B,1.0,27.80058,-97.47917
KCHL,1.48,San Antonio,TX,D,2.5,29.41272,-98.41475
KCHN,1.05,Brookshire,TX,D,0.41,29.87939,-96.03578
KCKM,1.33,Monahans,TX,B,12.0,31.64597,-103.00156
KCLE,1.46,Burleson,TX,B,11.0,32.57875,-97.28086
KCMC,0.74,Texarkana,TX,D,0.68,33.40844,-94.04658
KCOH,1.23,Houston,TX,C,1.0,29.75744,-95.33856
KCOM,1.55,Comanche,TX,D,0.25,31.89986,-98.587
KCPP,1.14,Cleburne,TX,B,5.0,32.28264,-97.41336
KCRS,0.55,Midland,TX,B,5.0,32.06956,-102.02986
KCTA,1.03,Corpus Christi,TX,D,50.0,27.93336,-97.26
KCTI,1.45,Gonzales,TX,C,1.0,29.50997,-97.41444
KCTX,1.51,Childress,TX,D,0.25,34.42811,-100.23011
KCWM,1.46,Hondo,TX,B,0.5,29.36189,-99.12864
KCYL,1.45,Lampasas,TX,C,0.8,31.04933,-98.16975
KDAE,1.59,Sinton,TX,B,1.0,28.02142,-97.47083
KDAV,1.59,Lubbock,TX,B,1.0,33.52092,-101.77461
KDDD,0.8,Dumas,TX,D,0.25,35.86169,-101.931
KDEI,1.25,Port Arthur,TX,B,5.0,29.95133,-93.87961
KDET,0.93,Center,TX,D,1.0,31.83433,-94.21492
KDFT,0.54,Ferris,TX,D,1.0,32.51319,-96.57472
KDHN,1.47,Dimmitt,TX,D,0.5,34.58644,-102.31019
KDJW,1.01,Amarillo,TX,B,5.0,35.18422,-101.69156
KDOK,1.24,Kilgore,TX,C,1.0,32.41736,-94.85439
KDRN,1.23,Del Rio,TX,C,0.86,29.42939,-100.90508
KDRY,1.1,Alamo Heights,TX,B,11.0,29.558,-98.37586
KEBE,1.4,Jacksonville,TX,C,1.0,31.96989,-95.26467
KEDA,1.54,San Antonio,TX,B,5.0,29.35856,-98.35167
KEES,1.43,Gladewater,TX,B,5.0,32.52958,-94.88078
KELG,1.44,Manor,TX,B,0.8,30.32689,-97.54333
KELP,1.59,El Paso,TX,B,5.0,31.744,-106.39636
KERV,1.23,Kerrville,TX,C,0.99,30.07078,-99.18561
KETX,1.44,Livingston,TX,D,5.0,30.73992,-94.92522
KEXB,1.44,University Park,TX,B,50.0,32.75069,-96.72306
KEYE,1.4,Perryton,TX,C,1.0,36.38892,-100.82736
KEYH,0.85,Houston,TX,D,10.0,29.6555,-95.67217
KEYS,1.44,Corpus Christi,TX,B,1.0,27.78419,-97.45833
KFCD,0.99,Farmersville,TX,B,7.0,33.11706,-96.27997
KFJZ,0.87,Fort Worth,TX,D,1.0,32.60097,-97.25611
KFLC,1.27,Benbrook,TX,B,50.0,32.72681,-97.19194
KFLP,0.9,Floydada,TX,D,0.25,33.97231,-101.35044
KFRO,1.37,Longview,TX,D,1.0,32.50208,-94.70356
KFST,0.86,Fort Stockton,TX,B,0.25,30.87711,-102.89211
KFXR,1.19,Dallas,TX,B,50.0,32.78625,-96.95028
KFYO,0.79,Lubbock,TX,B,5.0,33.46397,-101.92544
KGAF,1.58,Gainesville,TX,B,1.2,33.62872,-97.1075
KGAS,1.59,Carthage,TX,D,2.5,32.1535,-94.31464
KGBC,1.54,Galveston,TX,B,3.6,29.31553,-94.80575
KGGR,1.04,Dallas,TX,D,3.3,32.77875,-96.73111
KGKL,0.96,San Angelo,TX,D,5.0,31.49517,-100.41453
KGLD,1.33,Tyler,TX,D,1.0,32.37653,-95.2655
KGNB,1.42,New Braunfels,TX,D,1.0,29.66333,-98.17194
KGNC,0.71,Amarillo,TX,B,10.0,35.41978,-101.55711
KGOL,1.18,Humble,TX,B,50.0,30.13939,-95.29022
KGOW,1.56,Bellaire,TX,B,46.0,29.32719,-95.55022
KGRO,1.23,Pampa,TX,C,1.0,35.57756,-100.95264
KGVL,1.4,Greenville,TX,C,1.0,33.16733,-96.09886
KGWU,1.4,Uvalde,TX,C,1.0,29.18803,-99.777
KHBR,1.56,Hillsboro,TX,D,0.25,32.016,-97.10944
KHCB,1.4,League City,TX,C,1.0,29.42661,-95.13353
KHCH,1.41,Huntsville,TX,D,0.25,30.71519,-95.52856
KHDY,1.35,Clarksville,TX,D,0.41,33.61317,-95.01772
KHEY,1.38,El Paso,TX,B,5.0,31.75733,-106.37636
KHRO,1.15,El Paso,TX,B,5.0,31.75372,-106.41664
KHSE,0.7,Wylie,TX,B,1.5,33.03372,-96.29886
KHTW,1.3,Lumberton,TX,D,1.7,30.23306,-94.21153
KHVL,1.49,Huntsville,TX,C,1.0,30.69686,-95.55244
KHVN,0.97,Fort Worth,TX,B,1.0,32.79903,-97.29558
KIBL,1.49,Beeville,TX,C,1.0,28.38583,-97.72861
KIKK,0.61,Houston,TX,B,5.0,29.918,-95.42606
KIKZ,1.25,Seminole,TX,B,1.0,32.69956,-102.63714
KILT,0.65,Pasadena,TX,D,0.25,29.68856,-95.17494
KIMP,0.96,Mount Pleasant,TX,D,1.0,33.16511,-95.00772
KINE,1.33,Kingsville,TX,B,1.0,27.61031,-97.79528
KITE,1.41,Victoria,TX,B,0.5,28.77889,-97.00389
KIUN,1.4,Pecos,TX,C,1.0,31.43597,-103.50433
KIVY,1.29,Crockett,TX,B,2.5,31.30575,-95.45189
KIXZ,0.94,Amarillo,TX,B,5.0,35.15478,-101.75825
KJCE,1.37,Rollingwood,TX,B,5.0,30.30439,-97.64778
KJFK,1.49,Austin,TX,C,1.0,30.25383,-97.70722
KJIM,1.5,Sherman,TX,D,1.0,33.69178,-96.55833
KJON,0.85,Carrollton,TX,D,5.0,33.27844,-96.82139
KJOZ,0.88,Conroe,TX,B,10.0,30.29411,-95.43217
KKAM,1.34,Lubbock,TX,C,1.0,33.55675,-101.86322
KKDA,0.73,Grand Prairie,TX,B,0.5,32.76431,-96.99083
KKGM,1.63,Fort Worth,TX,B,10.0,32.81006,-97.12375
KKSA,1.26,San Angelo,TX,D,0.54,31.48739,-100.44953
KKTK,1.4,Texarkana,TX,C,1.0,33.44292,-94.05575
KKTX,1.36,Corpus Christi,TX,B,1.0,27.80058,-97.46167
KKUB,1.3,Brownfield,TX,D,1.0,33.18036,-102.24739
KKYX,0.68,San Antonio,TX,B,50.0,29.50106,-98.83197
KLAR,1.3,Laredo,TX,D,1.0,27.52947,-99.52117
KLAT,1.01,Houston,TX,B,5.0,29.89661,-95.2905
KLBJ,0.59,Austin,TX,B,5.0,30.238,-97.63
KLDS,1.26,Falfurrias,TX,B,0.5,27.23672,-98.17306
KLIF,0.57,Dallas,TX,B,5.0,32.94483,-96.94056
KLNT,1.49,Laredo,TX,C,1.0,27.49503,-99.47142
KLPF,1.18,Midland,TX,D,25.0,31.93403,-102.04292
KLUP,0.93,Terrell Hills,TX,B,5.0,29.51939,-98.40392
KLVI,0.56,Beaumont,TX,B,5.0,30.0455,-93.871
KLVL,1.48,Pasadena,TX,B,5.0,29.68411,-95.18606
KLVQ,1.41,Athens,TX,D,1.0,32.15628,-95.84219
KLVT,1.23,Levelland,TX,C,1.0,33.59842,-102.38603
KMBL,1.45,Junction,TX,C,1.0,30.49297,-99.76172
KMFR,1.28,Pearsall,TX,D,0.46,28.88719,-99.11142
KMHT,1.45,Marshall,TX,C,0.65,32.56403,-94.35214
KMIC,1.59,Houston,TX,B,5.0,29.84411,-95.44772
KMND,1.51,Midland,TX,D,2.4,31.96372,-102.08181
KMNY,1.36,Hurst,TX,B,50.0,32.77458,-96.965
KMVL,1.22,Madisonville,TX,D,0.5,30.96575,-95.898
KMXO,1.5,Merkel,TX,D,0.25,32.4715,-100.00564
KNAF,0.91,Fredericksburg,TX,B,0.63,30.36369,-98.91328
KNEL,1.49,Brady,TX,C,1.0,31.13017,-99.32283
KNET,1.45,Palestine,TX,C,0.63,31.77294,-95.61661
KNGO,1.48,Dallas,TX,B,50.0,32.66181,-96.6575
